final_value,max_drawdown,max_win_streak,max_loss_streak
994028.8742137606,3.245484960409648,7,10
1000583.4478160804,0.402880286048602,4,6
993085.3739628486,3.2483939832181714,4,10
1000764.0783872239,0.24176148277269358,4,5
1003123.77351835,0.10880106364551466,8,4
1002801.5282654003,0.19753478883898548,10,5
1000103.0673295164,0.35438811450873814,7,6
999217.0006753702,0.37786591912206136,6,6
997613.3441710128,1.870785287412621,5,9
1001311.9825438012,0.3518374828134789,4,6
999906.517322498,0.6301362450194015,8,7
1001463.7463068978,0.1977870344184608,5,5
1002065.6416104196,0.1980354005902804,6,5
1004171.8379006428,0.10839258610682613,7,4
1001670.4919189569,0.35139270290657987,4,6
1002247.2269324516,0.1183349034909116,7,4
1000450.1838657423,0.2121580128243228,8,5
1003358.5438769364,0.10870121703322275,5,4
1002242.3959234587,0.3512867472954215,5,6
1003043.2020338487,0.05712000360995357,6,3
1003021.3082884278,0.19790908637817758,5,5
997762.7935301763,0.6186409025799762,4,7
1002051.4813886879,0.35214203403747246,6,6
1001257.2668714692,1.079464388095799,7,8
999265.6317560046,0.21566141637509895,4,5
1000322.2827340747,1.0925317472144762,10,8
1002489.6867476183,0.19790183569308056,5,5
998328.8391084106,0.6697200286084236,4,7
1002709.8029801757,0.1975319792296935,5,5
1003344.2106286427,0.11408736066117514,5,4
1003089.365869883,0.19797468610124863,5,5
1002455.497518023,0.1979321084725438,5,5
1002125.9861450919,0.19783514354473042,5,5
1000176.2994867573,0.43672292368734134,4,6
1002133.8379292128,0.6182600341651754,6,7
1000964.1742835604,0.3518222421124483,5,6
1003524.6908568712,0.11406958809138898,6,4
1001826.850959498,0.41297704537130137,5,6
1003384.3518036888,0.10878454699330486,5,4
1001885.4481340365,0.19791312807544717,7,5
1000069.1716981695,0.3985160240955273,3,6
1002961.8922610714,0.21716029140270704,7,5
997673.3012691119,0.3519195802105564,4,6
1003547.5737360874,0.05698902586407473,5,3
990853.3763697628,1.078162157048621,5,8
1000856.6726160585,0.35786147225946185,4,6
1001999.7507525368,0.23698860997582233,7,5
1002227.2284905524,0.1975529408977142,5,5
1000953.9241066658,0.6175963124870595,3,7
1000489.5592796582,0.6789333646848122,4,7
999444.8489623849,1.0796495834267879,6,8
1002306.2061220645,0.21444255379611232,5,5
1003304.5746243137,0.11824994215302782,6,4
1002540.2285430572,0.6173245023053601,7,7
1000576.6770178117,0.37347176108269936,5,6
994386.1739391707,0.7343837725725568,5,7
1000739.9419599564,0.20910116084693,5,5
1001165.2947091586,0.35230593100937435,5,6
993210.6996522573,3.403976415402136,6,10
1000939.4062178645,0.22854740786894998,5,5
1002581.0911551076,0.2030319763823289,4,5
1002007.4071460005,0.3518361737803868,5,6
999671.9975642572,1.077625894662831,9,8
1003598.5314225901,0.11558631682173624,8,4
1000860.9606051847,0.6175419953709514,6,7
1000382.1262842871,0.20745932503397432,4,5
999238.4588594002,1.0778199928511178,7,8
1002557.6158804803,0.35107269223307724,7,6
1001562.3008743604,0.23666511556702596,6,5
1002161.5295509519,0.10868000225755935,5,4
1001454.9281663115,0.22443737123340707,4,5
998373.0342332738,1.1211391651572544,5,8
1003725.913741333,0.11410388470788273,8,4
995650.1049259375,1.8746847420116817,6,9
1000102.568504417,0.6187265352995932,6,7
1001679.3524081977,0.35491136626323466,10,6
1002384.6579581143,0.1979248853429222,6,5
1000401.0283094358,0.3521138034050205,8,6
1001634.2431285456,0.35143179306682754,7,6
1002710.0213990475,0.1085604722365005,6,4
998368.0273042956,1.0786493838077733,5,8
998999.1284010118,1.079005028357997,4,8
994316.6375547759,1.882075819700678,9,9
990819.1871401676,1.0944859550707304,5,8
1003038.8857737712,0.13767595431651106,8,4
1001433.3027618098,0.618119240231544,10,7
1001920.1353387143,0.351530802141547,5,6
1001469.7328890983,0.35179040624857316,5,6
996074.8750701405,1.8947975594091875,4,9
1002317.4247368898,0.10878521423400223,5,4
1000157.2776900684,0.4721070138926855,5,6
1000660.4974649459,1.0776197420288265,5,8
1000489.0194721915,0.6177327352597816,6,7
984790.7389220484,5.65536919421289,5,11
1001844.2681987659,0.6169285571774049,7,7
1003727.110636065,0.35185246869868064,6,6
1001184.5089349896,0.3520414096692166,6,6
1000221.231669062,0.352305494822062,5,6
1002923.4526406147,0.10869035797192735,5,4
999863.3135345292,0.35221896519914864,6,6
1002923.7581865552,0.10862820006183832,3,4
999865.7644470859,0.707598726237534,6,7
1001933.3629823448,0.2022186224616398,5,5
1000239.2230104313,0.3785415993100155,6,6
1003686.353695278,0.1087226422364095,5,4
1003310.3687773722,0.19794530544871564,5,5
1003094.9551052144,0.11407488255530407,5,4
1002381.4273646376,0.19802006305848305,6,5
1002683.5150635054,0.3518754756647539,4,6
1002800.6262586738,0.1979807199260702,6,5
1001641.2143605214,0.13155255029620602,7,4
994165.192463748,3.2514862784145704,7,10
1001214.0009445471,0.19789228153835942,6,5
1001734.6011986013,0.19768787484066094,5,5
1000714.4549109393,0.214831827832586,5,5
1002277.3877089289,0.23423623330385496,5,5
1003085.6552864884,0.3514499378353346,5,6
1000892.0699091805,0.4436303407258556,3,6
1002506.439872731,0.19787930719623625,6,5
999925.395338799,0.6185412570334592,6,7
999649.4829652109,0.3576103943715975,6,6
1002889.90516649,0.10873407634607593,6,4
1000358.5862255909,0.23657359067967135,5,5
1003231.7273553901,0.10879018462705196,5,4
1000723.8546913767,0.40023921628355796,4,6
997150.1681079876,1.8751585083122801,4,9
1001719.1308731243,0.35194142462415623,6,6
1002982.2115807058,0.10856291340840409,4,4
1003425.2260242742,0.06797726739633052,6,3
1000168.1032858267,0.2365163756456109,3,5
1002521.954683962,0.3520173826888345,7,6
1002340.6137705315,0.19766299878253638,6,5
1002810.3729065761,0.1086641880946881,4,4
999621.3939966027,0.6422035014309807,5,7
1001219.3047424129,0.11420597582497997,10,4
1002325.8836862284,0.19805966707109476,5,5
1002702.9742087976,0.3516884550694939,5,6
996937.8745818383,1.139970690092534,5,8
1001406.3725276808,0.35234072537154426,7,6
1001732.6150447511,0.6175932675260855,5,7
1003716.9778100883,0.1980347316239448,5,5
1002029.2249331474,0.3512917939896711,5,6
1000549.1839480014,0.35195107208266324,4,6
993293.9766925751,3.2548749371887666,5,10
1005156.3229917865,0.057143762138074726,7,3
1003588.5051208518,0.19719752231431006,7,5
1000925.9535928352,0.4517894637749763,5,6
1000878.9137398042,0.3631059471170255,4,6
1002972.4649328035,0.19786435346027842,7,5
1001513.1967512099,0.19778562528979904,6,5
1003137.5409694472,0.11104769220386371,5,4
1000651.5751772743,1.0798081993415019,6,8
999166.6251961171,0.669137310543419,5,7
995844.1412186921,1.966542179510398,5,9
999288.8643170282,1.0786462367010732,5,8
1003373.5688492451,0.3508565075622238,8,6
1002107.6627571927,0.19796539902634772,5,5
997001.6502701624,1.8754790970532513,5,9
999628.4416977124,0.6646419734662328,5,7
1003008.1219663217,0.20338090255345728,5,5
1000612.2346004783,0.281157436084674,6,5
989962.6370123423,3.379137503857401,5,10
1001732.2941670158,0.6173942084219415,7,7
986455.6455374046,5.6231773588689915,5,11
1002163.1998730749,0.35200548629343964,7,6
1002442.7734545132,0.1087556429605349,5,4
971990.1729096371,9.740810894191132,4,12
1002875.2775410505,0.19745910417511078,8,5
1002827.2172241325,0.35219170700100466,9,6
1000431.7283825201,0.35717803313228447,5,6
999624.1490046934,0.35746628377429474,3,6
998926.7209778436,1.0782987598922986,4,8
1003290.6040861395,0.19748069935503548,7,5
1004411.6181962194,0.19802006305848305,7,5
993802.7300774782,3.2484926962391616,7,10
1002353.7394661582,0.19800026699099746,5,5
1002435.075739525,0.19750664558808553,5,5
1003168.8981297968,0.19754261205225582,4,5
999705.3965841342,1.07734579290564,4,8
709891.8946926028,29.12025261226261,5,14
987494.043325477,5.623839478531602,8,11
1001161.1673516922,0.35776385736805943,5,6
1003128.6809964767,0.2030459106853731,6,5
1000027.4387500068,1.0783316436871988,11,8
1004441.4545760897,0.10859415765197458,6,4
986857.882834086,5.623421267385687,3,11
999764.0946996518,0.6201699276608466,5,7
999313.7518972474,1.0782296595325138,6,8
1003350.5859106923,0.1973121751518065,6,5
996500.7523926399,1.8758550375272525,6,9
975748.9659350461,9.77404028654005,5,12
997177.8902249717,0.7477443495875954,6,7
975929.7405404204,9.738354602365643,8,12
999935.2257336099,0.3950071730376244,5,6
999286.0802122053,0.6179271902628672,5,7
1002403.7378841303,0.3562339767627981,9,6
1000203.7541965583,0.6354327251246416,6,7
1001422.6189084433,0.19794345276178002,5,5
995642.7760717267,1.8737494796840066,9,9
1002379.9553977146,0.23126277030295195,5,5
1002486.9047691647,0.19801168565194877,5,5
1003091.7245117377,0.10876574998439925,6,4
1002780.5253579111,0.19797698400308228,6,5
1003177.7581027674,0.10878226092880577,8,4
1000476.4897675773,0.3869300422746565,4,6
1000417.1237387983,0.35726168073128384,3,6
1001757.3933962337,0.19773164582342204,5,5
1003270.824063112,0.1974009399178129,11,5
1001558.574959171,0.35145532527641415,6,6
1001367.0722220221,0.37142417805469496,5,6
1001798.1763267503,0.19780122939156006,3,5
1002100.9777662025,0.19772953166918417,6,5
1002000.5084680156,0.10879018462705196,5,4
985516.2478315912,5.647879496434254,5,11
1002546.8865937176,0.19758288699282756,4,5
999195.2172276924,1.0792699684979483,5,8
1002834.739529995,0.19751571199784823,6,5
1001974.715873058,0.10873685593816292,5,4
1000533.4625245278,1.0779498405820769,5,8
997199.0416925881,1.151044838715077,4,8
1001803.5206426205,0.19791302736448824,5,5
1003487.5919115345,0.108617947860844,5,4
1001758.4725003075,0.35165552378266396,5,6
1002566.4216972839,0.19779786777561034,5,5
1002781.9931618341,0.1976236665298341,5,5
998748.3532878708,0.3576927811058187,5,6
1002969.8001365233,0.19763727364864622,4,5
998031.5197131492,1.875681372207762,9,9
1003091.7245117377,0.10868867505755124,5,4
998451.9603783571,0.7319737726136559,5,7
1001762.8401709674,0.1992006371273016,5,5
1000857.6770816485,0.35180119508732605,5,6
1003050.605371691,0.10872894000608604,5,4
1003035.9359138673,0.114036780236232,5,4
999364.3911055418,1.0784906291532013,8,8
1001923.6244952253,0.3521907222309612,7,6
1001488.9272014895,0.11423845420079064,4,4
1003383.7706746976,0.10847468237002575,5,4
975836.441340269,9.736926325366953,5,12
1004622.2403502588,0.10879018462705196,8,4
1004025.4709437354,0.10880106364551466,6,4
1000969.5185994306,0.35221896519914864,5,6
991183.5989822986,3.4226576950924237,6,10
1001904.6470280727,0.22180488315432895,6,5
1002012.0197361216,0.243986071286994,7,5
1000852.2038063253,0.3518127554299361,5,6
998081.9920182682,0.35776973851450256,6,6
1001442.7887863079,0.1280417145210979,9,4
1000762.1784787999,1.0773484979779273,6,8
1002434.1471345839,0.3511233546689463,5,6
1000931.671539387,0.19748453912581282,4,5
1001046.7570315916,0.3708090418882056,7,6
1000211.3449175346,0.3520786182185145,5,6
1000228.9963261142,0.683519596684644,6,7
999075.1366695709,0.618702735830172,7,7
1002726.9070381282,0.10856224889190327,5,4
1000622.8836948475,0.6349883879352669,11,7
999880.3120488765,0.6603143485568291,4,7
1002040.5535499965,0.6188875436015814,5,7
1000311.3937183901,0.6186049346796397,4,7
1003168.4594614033,0.11425325857828532,6,4
1003383.2048775011,0.10851903422654068,6,4
1002273.836237717,0.21713844163864532,4,5
998965.9711168638,0.623972476319803,4,7
998033.9461063985,0.8104184922707026,4,7
999631.2349425858,0.6696748003410858,4,7
1002393.6203899484,0.23912994661716808,6,5
997706.9672573115,0.6626645213805429,5,7
1001885.3803119226,0.3573594721021618,8,6
1002354.702099364,0.19789208211411694,8,5
1003061.9887600809,0.10855750012400385,7,4
1004181.2390008704,0.19742311594906106,10,5
1001812.533042999,0.36297359557173703,5,6
922608.6703411367,29.13659810674413,6,14
1002679.7310189889,0.1976553649783069,4,5
1003403.6684883833,0.1979965968773909,10,5
1000263.5167192314,0.19788695015145888,5,5
1003442.5449465835,0.1086821656516372,4,4
999640.5837505885,1.0830879284062618,7,8
1000161.5467133967,0.1978465773647068,5,5
999987.8388260582,0.767179258188736,9,7
991192.8308519361,3.29430792790361,5,10
1003197.8590035301,0.10871207826455417,5,4
1001241.1577072022,0.35179249845965155,3,6
984855.8389471797,5.740623603312682,7,11
1000186.7102953116,0.3823870909882292,8,6
1002213.0377028564,0.11552816346903005,4,4
1003202.9960693233,0.19775082775572023,5,5
1002365.1988128221,0.1977493348902949,7,5
1003153.1317389524,0.35215886997334506,5,6
1002053.69350457,0.19769343169901182,5,5
1003510.9234057739,0.11412753442746007,6,4
1000983.8253471348,0.371695192438151,4,6
976737.5724575983,9.740271080629856,5,12
999401.4900508785,1.085741514775105,6,8
1001936.0430127946,0.35129891626409476,6,6
1000627.1571139235,0.3911836305422088,5,6
994644.0087047239,1.8752140813759897,3,9
987521.1159690754,5.618732384092104,10,11
1000071.8637274398,0.6173194588822558,8,7
997840.8085284826,0.7055942646883964,7,7
1002751.5726449606,0.3511965256840984,6,6
1001827.187169028,0.3516441419286536,5,6
1002061.9575276144,0.3852964164609429,6,6
1001742.9576890764,0.1980305780631484,5,5
1002184.4242074478,0.19804524001623622,6,5
1001204.8465944307,0.24137783037156924,6,5
1003383.4497969623,0.10859098275049056,5,4
1001837.2465338828,0.24122929926314404,5,5
974612.0123862486,5.657632108198481,5,11
1002346.8865937176,0.19797559152967803,3,5
1003123.77351835,0.10844428774881214,5,4
1002390.230684289,0.3521394392802505,6,6
1001028.4366517044,0.231436288173231,4,5
1002781.0911551076,0.19779750838932628,6,5
1002031.6707996961,0.10874144041527914,5,4
1002156.3776642238,0.35155675175594536,10,6
1000303.4522178336,0.4162876827846172,7,6
1001557.0347514891,0.3682836624016847,5,6
1000312.4442852439,1.0770825946112008,6,8
1002233.7808699494,0.3515824404531925,6,6
998833.2763090826,1.0791394544702464,5,8
999873.8107177607,0.618871509053598,3,7
996095.0040451258,1.8765172922556042,5,9
996824.4739700644,1.2361681942748348,4,8
1001944.4408247941,0.1978505077076515,5,5
999572.653099842,0.6189952801479408,5,7
1001062.6146148797,0.3517994607256544,6,6
1002085.1007557118,0.19787320796174918,5,5
1000342.7673444273,0.35608821925367323,7,6
1001822.2383693769,0.35216799152559647,7,6
984104.6272649944,5.878598500469987,4,11
1002066.5436171461,0.19786296257079433,6,5
1002178.5503728556,0.6182145151859819,7,7
1002438.9480884722,0.19751123088611414,6,5
996509.8408229186,1.2498985004980723,4,8
1003354.488923229,0.20282034825736794,7,5
1000139.6164773189,1.0774449313878371,6,8
1001884.4436684465,0.20755329423496455,4,5
1003456.7357342795,0.19732115460796606,7,5
1003570.5996843863,0.10842613718574266,4,4
1000900.3022323678,0.6280905312923887,8,7
1002175.6178797844,0.12363511998949636,5,4
1002552.4899834818,0.35211336769332163,6,6
1002414.194079584,0.3518767611511353,6,6
996384.0274073038,0.6766810942785048,6,7
997592.6847038483,1.1087583197036288,3,8
