final_value,max_drawdown,max_win_streak,max_loss_streak
1002198.1952130601,0.11416564398790385,5,4
1000408.9361848878,0.3960020164475403,4,6
1001989.0684263066,0.3521142391177977,6,6
1003477.0815545034,0.19732984932106726,7,5
1003765.2288679266,0.10851475250567069,6,4
966251.36877106,9.747257113445295,5,12
1001117.5124724435,0.26778064704980387,4,5
1001513.1977318431,0.617442226575347,6,7
1003839.559272568,0.10862463635372085,7,4
1000977.5141639394,0.6187200852067298,5,7
996941.9128542109,1.8743308005031774,4,9
1000640.2026171567,0.6184062120507905,4,7
1000690.9412763027,0.659206165978807,5,7
1003114.3742487724,0.24143103662777626,6,5
998839.0659781211,1.079187802495418,8,8
1000242.5300265449,0.6351129319642776,10,7
1001258.5944201697,0.40083212242271354,6,6
1001243.6454061351,0.1977313431701141,4,5
1003194.8320079902,0.3512748767029395,6,6
1002840.1863047287,0.1975737481519655,4,5
1001180.2585441282,0.35187969801838015,4,6
993313.9904662691,3.247961861230534,6,10
998568.390014415,1.206378466558293,6,8
1000998.2726628272,0.6172269617688885,8,7
1002592.370907272,0.3516988418375758,5,6
1001562.2412130293,0.42847119942712797,5,6
1000029.26427379,0.4233992853294239,6,6
1001696.0442983462,0.3517983867328524,6,6
1002821.3082884278,0.19805966707109476,5,5
1002309.104571386,0.3512346635060761,10,6
996549.7217467087,1.2707122013572227,4,8
1002703.5813275184,0.10871744551179172,4,4
1001544.9258607201,0.6377139493937943,6,7
1003157.0760730135,0.12817736941911198,6,4
1001752.1650403717,0.19786911947937552,4,5
1002007.9882749917,0.3519273730481285,5,6
1003858.4372888689,0.10855488867036371,6,4
1001457.5515945704,0.6183988050903944,7,7
1001181.8460895582,0.19759765752139577,7,5
997270.4241191039,1.239856586115035,6,8
1003089.90516649,0.10880106364551466,5,4
1001106.4098176265,0.1980023285544563,7,5
1001723.642835032,0.1979481642399408,9,5
1000584.6707005422,0.35778991427660656,2,6
1001494.8973721585,0.3519407674595581,5,6
1002594.9345644789,0.19758435632991933,7,5
1002522.2750508375,0.05709099051452155,4,3
1001188.2649052835,0.2029066731328728,6,5
1000770.2170082203,0.19791067261686449,4,5
1000746.4085320749,0.2257772048659793,5,5
1002006.444001935,0.11419633596363192,5,4
1002308.243886184,0.19769795328310283,6,5
1002580.9733644493,0.10877447303795282,4,4
1000081.214055603,0.6468029098288929,7,7
1002321.0526772356,0.3513748421216442,7,6
1000483.8675854633,0.6175602123222288,7,7
1002928.6809964767,0.19763490918523843,6,5
1002045.9243664561,0.6170484808700818,4,7
1000970.4052743623,0.3519900428480757,4,6
1002423.5592286822,0.1280761478510083,7,4
985882.9110799183,5.7109173618116005,3,11
1002751.8848456428,0.10876843311557999,10,4
1001180.0161164086,0.19759453273989663,5,5
1002702.8317481999,0.35194129192840534,6,6
1000543.8815914901,1.0794666973688631,13,8
998132.4268264713,1.1124255134924093,6,8
1001218.094007379,0.6175443810420268,6,7
1003237.419049585,0.10910373868420954,5,4
1001620.7970660434,0.37099277484930243,6,6
992744.6282246524,3.251557369811211,5,10
1003344.7917576339,0.10858355189709387,6,4
1000424.9673621365,0.6187099421581774,5,7
1002403.1720869339,0.35142331838320634,15,6
999175.6556235367,1.0791661089431617,5,8
1001846.2836042007,0.3576436569451574,6,6
1000954.4576907626,0.35222927946966354,7,6
1001987.8720424343,0.35139845089022853,8,6
996833.6381394356,1.876653991415433,5,9
1002477.1662820452,0.35143894784709256,7,6
1002004.1777298858,0.19790438491871734,6,5
1002492.1331250267,0.20742305184789875,6,5
1002004.422649347,0.19783231723215822,4,5
1002933.2522650734,0.19800051208492211,8,5
1000272.0449666919,0.40857727652989306,4,6
993537.1195889704,2.222465126894769,5,9
1003144.4142265795,0.3522354908679947,5,6
1003036.1961651233,0.12830851523748704,8,4
1002368.287410064,0.6181578689107408,7,7
1001179.9661246071,1.0781645543582812,8,8
1001369.8164489513,0.6173133382750385,4,7
1001185.4638717755,0.6190113211103017,8,7
996116.060676177,0.4624952570235811,4,6
999420.1930064628,0.6280529812083446,5,7
1003144.4555481039,0.10868371393547695,4,4
1002174.4821223915,0.19785236680950452,4,5
1003095.3784418132,0.19802006305848305,5,5
1003055.1766402877,0.19780659337247267,7,5
998118.3629694841,0.6382984619454581,4,7
996257.7765247279,1.2894927973291694,6,8
999137.0372902231,0.6185508370294498,5,7
1001297.9095467634,0.3712673690001014,10,6
1001417.2582036152,0.19747247381546026,6,5
1001137.9082612118,0.3809376134813734,6,6
1000881.3901723172,0.35219698431905844,5,6
994605.5273877265,3.243790868855885,8,10
1001988.090461306,0.35231506018160935,5,6
958086.4301100173,16.82262604521948,6,13
1002849.3671554346,0.10880106364551466,4,4
997883.6790145498,0.357738569630272,7,6
999762.6569508334,0.6233039981436985,8,7
1002545.6790410506,0.19759890910731248,11,5
989239.1498198764,3.463388549107222,4,10
1002938.0654451193,0.3514014686894516,5,6
992133.2587560524,3.2988319640589494,4,10
999152.7404652213,0.618334442224926,4,7
1000697.9559142959,0.6428445941859765,5,7
1001479.3283993499,0.19795231434426916,6,5
994297.0361469802,2.0252136260801206,4,9
1002381.0498335832,0.3586230160844072,6,6
1002511.9131480542,0.21414828655389986,7,5
1003907.035725032,0.10872522523853044,9,4
1003296.3982391979,0.2315629677017467,5,5
984652.578118917,1.8702593539318844,5,9
1000979.2871416546,0.2090073099351844,6,5
1000806.8067120544,0.19777016458734972,5,5
999365.0430739108,0.7670898004638846,5,7
1003422.4440458207,0.10845448071004668,6,4
1003149.9288234271,0.19739096276321877,5,5
1000473.2714211537,0.6425264892557427,6,7
999866.0967893352,1.0784512671050523,5,8
1002688.4525967366,0.35234072537154426,6,6
1001146.1477645487,0.1978972010584242,6,5
1002326.2045639637,0.1980347316239448,6,5
1002747.2228032476,0.1979132430034753,5,5
1002580.7702773723,0.19762181985879568,6,5
1002090.7924499067,0.19776956985511837,4,5
1002967.9048330016,0.19759237416387349,7,5
1002234.8154882691,0.19761081295809071,4,5
1001522.6230376472,0.22863839332335653,5,5
1000627.256564775,0.3616508914018555,5,6
1001611.9784145972,0.3515782647220393,5,6
1001297.6757960969,0.35306371623915095,5,6
1003123.5550994782,0.19737623618096578,4,5
1002145.2003709229,0.19753125555337478,5,5
1003178.6034561747,0.351831403562257,7,6
1002581.3095739793,0.10875782984500251,6,4
992065.5638847166,3.3408859445829955,5,10
1002536.623630926,0.10877648945767503,6,4
998500.7677407076,0.35169367989902184,4,6
945976.7581471096,5.620986656363477,5,11
1001571.5939618148,0.6174300890244011,6,7
1002090.574031035,0.19805966707109476,8,5
1003858.7581666042,0.10879018462705196,8,4
999077.4377764639,1.0851616284460908,9,8
1000459.2412216483,0.6180116358642005,8,7
1001331.1967696322,0.3519185810083638,8,6
1003173.7143178547,0.19752028958982204,6,5
1003269.9220563855,0.19753874902300014,7,5
1001528.8958608333,0.20335478707236015,4,5
1002612.2268885735,0.35231506018160935,8,6
999350.0635195132,0.43715360130375,4,6
1001628.0891757545,0.35828463997437066,8,6
1001194.9156781691,0.19804524001623622,6,5
997576.0070672362,1.0797282172235756,4,8
956093.7355706412,16.950896914918534,8,13
1001611.7581650754,0.3517802198074419,4,6
999993.9066076769,1.0767666594422542,5,8
1001175.3694058082,0.19782448433110278,3,5
998607.9648814049,1.1623456322951318,7,8
1002702.755279066,0.10872139226487969,5,4
1002719.8628558903,0.20358041395901239,6,5
1002601.9502822089,0.35109131371378616,9,6
1002634.0559421403,0.1331904041519997,7,4
1002443.2979301852,0.35205330849291283,5,6
1003945.8115550186,0.21736383450337596,7,5
1000909.4321106389,1.0889234437133506,7,8
999392.9493912619,0.6189211476797265,4,7
1002013.4610394551,0.19802030820141917,6,5
1002022.6159004313,0.37157585094193346,6,6
1003824.6713958725,0.19785465371808922,4,5
1003082.5436610319,0.1976331286071053,9,5
1002874.9413315204,0.19783660048274515,4,5
1000954.6542153126,0.3521138034050205,4,6
1001531.7778986234,0.371818917707019,8,6
1002863.1346065318,0.12807813218586564,7,4
1002051.3649178199,0.19760706996789218,5,5
1002360.9749225501,0.19752471602991054,4,5
1000287.241959328,0.6183933621535086,7,7
1002433.5926038073,0.1975720510478987,7,5
1001245.0718885337,0.3520881712621203,4,6
1002707.3418794575,0.19803986308478627,7,5
1002548.7059389653,0.19775649685189675,6,5
994294.3957238866,0.6187115498362248,4,7
1001773.8403669209,0.19757872020197007,5,5
993586.0114668807,1.3466889382998752,5,8
1000493.8000196094,1.0780902885962742,6,8
1000167.5149557905,0.42526670985506526,5,6
1003021.0633689666,0.20179625432913192,6,5
1001893.7269780159,0.19770978550240065,5,5
982953.7507853146,5.717915815966309,8,11
1003442.647405447,0.19774401120271826,4,5
974764.2894562226,5.630793813281368,4,11
1000514.4135894149,0.35227070741737737,4,6
1003912.7274192269,0.10855416297180127,10,4
1004226.7091599919,0.10850854616613965,9,4
999569.0073770462,0.4891442059619211,11,6
999585.4801842035,0.7393732414151447,5,7
1001656.5878885167,0.19802938453640262,4,5
996953.399678856,1.1565899752058313,3,8
998499.8552064628,0.7932103126590833,5,7
1000950.7430419931,0.35175587782558426,4,6
1001152.7808061126,0.3521743442136071,8,6
1003289.9204982847,0.10860047156671833,5,4
1002372.0097552533,0.3511462808183124,6,6
1002781.0911551076,0.19749199195763764,7,5
1002474.0133350643,0.3512410897527093,7,6
1001811.9784145972,0.3518053361897732,5,6
1000436.3908946888,0.6187806104496326,5,7
1001852.7914978436,0.20315315590431754,5,5
1002963.6544421401,0.10855032603790558,4,4
1004025.909612129,0.19789255545164783,12,5
1003108.580095714,0.19798114348096615,6,5
1002565.5615229416,0.19789353173310995,6,5
1000451.0440400846,0.19768327939299643,4,5
1003422.5465046843,0.20330919108439227,5,5
998195.7652935671,1.1418283768871402,4,8
1001279.9335371889,0.35206950129535663,5,6
1001446.2947729954,0.35200940139527037,3,6
1002139.7270955998,0.20539476644649687,6,5
995360.2826561395,1.9184880125378352,4,9
1002467.4456238726,0.19782092740017332,4,5
262648.52884587675,86.92983189433092,8,16
1003061.3070028762,0.19805079587465702,8,5
999237.0000979026,0.6189494261676849,5,7
999846.1228192813,0.618583639139797,4,7
999518.9083602101,1.0790901826847543,9,8
1001881.1564216507,0.35159773556963003,5,6
1004127.4881671194,0.10851002286216688,8,4
997207.4592441558,1.876569935098215,5,9
1001030.3783227586,0.6593910028259913,11,7
923832.9073966177,29.13828927663207,4,14
1003139.9214079985,0.1083429968174779,6,4
1001644.6993239992,0.35104717415602,7,6
992015.9888033433,3.2533355291425385,4,10
1003623.4485114107,0.19772857804546629,6,5
1003459.0943761342,0.10843414289889458,6,4
1002913.6906609177,0.2007306003890152,6,5
998141.8021369395,1.8943602085341298,6,9
1003123.77351835,0.10874400824177942,4,4
1003364.5717806614,0.10867172789516362,5,4
988021.8473783399,3.2824147414448452,6,10
999563.2688492936,1.0786818645495295,4,8
999954.346561622,1.0776408972951175,6,8
1001220.8383875678,0.35179044197651527,7,6
1000450.6447123336,0.359291734109493,7,6
1001057.4244657675,0.6186103813415911,10,7
1002928.3447869467,0.19773620936127473,6,5
1002159.4917868325,0.19782628429725682,5,5
1003422.7914241455,0.1979714322850755,7,5
1000891.8846510504,0.2524727026603682,5,5
1003169.1165486686,0.06266801310079334,6,3
1004080.3422030846,0.10834276591603585,5,4
1001920.1506705091,0.3521998454333709,6,6
998750.9533014476,1.0795416587078819,5,8
1003095.3937736079,0.21701307933593622,9,5
1002012.2381549934,0.19788573728162778,6,5
1004065.1222798591,0.05714115188262402,12,3
1003310.0367308422,0.10863478041264303,10,4
1001294.4463799822,0.24135093053881998,3,5
1004147.2528583521,0.10875769523296772,6,4
1003364.3533617896,0.19784025651383724,6,5
999098.3493938843,1.078382437069251,5,8
999751.4088985261,0.45464265960139805,5,6
998470.9408535216,0.7121744599894014,4,7
1001062.2896717696,0.22715692772682697,5,5
1002599.9691714086,0.2170856028266035,5,5
1000794.8743566447,0.3517991399529301,4,6
999410.7978322931,0.6185478107019051,4,7
1003339.9367397933,0.10849087352307954,6,4
1003285.3757302775,0.10872012626023607,5,4
1001538.4245296043,0.6177555456802551,7,7
999765.680294233,0.6551844738625843,7,7
1001420.5051860497,0.23425595701332963,4,5
1002497.8548743261,0.19759164191205117,3,5
1003056.0521464248,0.10879018462705196,4,4
1002610.3315850517,0.35154191435090154,9,6
997065.4130512486,1.0799441628670203,6,8
999817.921689771,1.077671777667307,6,8
997216.4548664812,1.0940065780327122,4,8
1000218.4057450638,1.0778045075203226,13,8
1001468.6537850245,0.1978016521788084,4,5
1002880.0672285189,0.19804524001623622,5,5
1002526.1174368949,0.1282474193624121,9,4
1000145.4351022226,0.6188875436015814,5,7
1003114.2717899089,0.19738711678821777,7,5
1001978.0489253982,0.20006557432262562,5,5
996114.966878143,1.0795722973645787,6,8
998697.579998751,1.078324978490702,5,8
1001715.5794019124,0.3520379882270187,5,6
1001963.6397188304,0.1978719177630247,5,5
1002202.6587800565,0.20463423392217137,5,5
1004262.1366058437,0.10879018462705196,6,4
996999.7851193703,1.9086511595629068,5,9
1001420.7970660434,0.3655749021385994,8,6
998527.9181388444,0.6515362681861503,6,7
999636.2848813102,0.6699787781084487,3,7
1000145.1142244873,0.6239030945249685,7,7
1001326.5342109667,0.35167960347377336,4,6
1000735.0956191688,0.38603212388221775,3,6
1001014.0274451366,0.25626810512234643,4,5
991196.5980296122,1.0777928456037822,3,8
996428.8706197785,0.617394375224312,9,7
1001766.7666760816,0.3520111789803894,5,6
1003985.6924788088,0.19778959856618997,6,5
996237.9813281317,0.6549886982970263,8,7
997031.9223886691,0.4295765014553459,5,6
1000221.4270597192,0.6181928754300158,5,7
1002227.0463501551,0.6188875436015814,6,7
1001771.700143938,0.22713297307198865,9,5
1003422.2556820535,0.10877930778395786,7,4
996833.9910303003,1.168798651828475,5,8
997025.9250926527,1.8765172922556042,4,9
1003165.0104490549,0.19743220378856227,5,5
1000441.1276520977,0.3688061766588905,3,6
1001282.0850265918,0.1980347316239448,4,5
1003614.0309020265,0.3515438962239408,7,6
954380.0216242924,16.899563357098746,5,13
1001506.8071179987,0.6174585704781574,6,7
974871.196464686,9.754519089340373,4,12
1001459.8173046315,0.38584387049857527,8,6
1002560.9484219607,0.10854529045119583,5,4
995976.5106970952,1.895768170089011,4,9
995942.4755366328,1.9504343629648435,6,9
998941.3751038726,1.0973999361196978,3,8
1001528.6509413722,0.20872333394889933,8,5
1003476.515757307,0.217204840411204,5,5
1002968.0226236598,0.1977123216398587,7,5
999978.3769755109,1.0797842147415506,6,8
1002419.0250885768,0.10875206096590694,5,4
1000581.7645548008,0.6187681933233977,6,7
996246.8442773563,1.9710584754560512,8,9
1002286.5685596347,0.20307137193591968,4,5
1002909.0434340469,0.1283306907963696,4,4
1003443.7678310452,0.06266463187333492,6,3
1002992.0565920637,0.1977280258634411,6,5
1002154.6521007866,0.19733339162177735,9,5
1001166.3033377486,0.3518300807469412,5,6
1002208.2550887747,0.19790256721400162,5,5
976811.6844433679,9.743624592878481,4,12
1000199.9345114018,1.076590971657518,6,8
1000414.5334277423,0.6675892522486672,9,7
997044.5902026219,1.0794057965065715,5,8
998229.6808946021,0.7210291908888894,5,7
1004186.2471072106,0.10846667066990244,9,4
1002354.9210290955,0.3517440670632027,12,6
1002488.0863321021,0.35164511454573094,4,6
993612.1904843949,3.253419829324304,5,10
999600.7680581799,0.3573406703131165,5,6
1000480.5605693497,0.3954981971273814,5,6
995913.3605937667,1.876653991415433,6,9
1002977.4978515115,0.10864741395430944,5,4
1001333.3369926151,0.364525553588396,7,6
1001272.240357349,0.6190113211103017,8,7
1002537.1634383928,0.35139226897765696,5,6
1002302.7404581311,0.35174967977999577,6,6
995954.1435242833,1.8818943342715129,6,9
1001677.9887048631,0.618308810013033,7,7
1002829.8820204127,0.3512725446322388,5,6
1000218.3756899593,1.0778362364341147,7,8
984295.4423104239,3.9030500649095226,5,10
1001773.2745697245,0.20048510313930692,8,5
1002472.8429409217,0.2342003761121634,8,5
1001037.6786397493,0.404094715568564,6,6
974611.0968494748,9.740234877138358,4,12
1001185.4868999901,0.3558261671131458,4,6
1004118.2160263448,0.1973901658632969,6,5
1002017.945180983,0.2050032109379037,4,5
1000909.2381636124,0.6184038793331001,8,7
1002360.8724636866,0.13385105138477615,5,4
984672.3843113557,5.7889555221206095,4,11
999984.0011138606,0.6186612610522221,10,7
1003275.0744539734,0.19782252498817526,10,5
1002452.745594674,0.10863726139750773,5,4
1002247.5631419816,0.10866633481324404,5,4
1003290.8225050112,0.10861209601265413,5,4
1002590.0270863522,0.11428160294796143,6,4
998627.1085657526,0.697675767478835,3,7
1000588.912884124,0.6219127594696005,4,7
1003711.5804930392,0.06253446074106825,6,3
995380.066233682,1.9103299088404155,4,9
1002968.2257107368,0.19791232998591593,5,5
1000642.8559699038,0.19754142649412795,4,5
999685.0757466153,0.6849174154037397,5,7
997402.484328307,1.1186679354884699,5,8
1002079.5477988549,0.6180611271812807,6,7
1000198.8385576488,0.6180226272750668,5,7
1002722.0113372812,0.19749924671873162,5,5
988672.927785757,1.175539268814865,4,8
1000394.8086144034,1.0795709610825555,5,8
999563.3292722682,0.6186709131862698,5,7
1001719.7639515419,0.11399544362377179,5,4
1001899.6486996176,0.6178367924966186,6,7
1004239.895482098,0.10878531234479148,9,4
997725.7325289622,0.7342002719191759,6,7
1002154.3699552089,0.35234072537154426,7,6
1002278.3478449825,0.3516764392990432,5,6
1002610.643785734,0.10848108537327351,6,4
1003017.0578975664,0.10855854550555931,7,4
1002801.1920558703,0.19768180843164554,5,5
1002423.83010784,0.11420239442510047,7,4
998305.9048065008,0.35180160104215946,4,6
1001117.6742379961,0.37120467900664855,5,6
1002375.9239365847,0.3512160839440922,5,6
999268.0247719819,0.4446647720513167,3,6
1002287.9838732386,0.35169135982778216,4,6
999094.921891866,0.4472278549918206,4,6
1002801.0895970068,0.10877138566999757,6,4
1001082.7267820623,0.19796068672773087,5,5
1001997.8289484256,0.21741825785793056,7,5
1001972.9230283997,0.19777034574452235,4,5
1000327.7799703834,0.6179379901890432,5,7
1002122.5353020935,0.10870748195030391,4,4
997803.5868952086,1.916188009759058,10,9
1003300.3853707914,0.35221680527472166,4,6
1001965.4284004886,0.1976472143137447,3,5
1001782.4772171269,0.19796794172589138,5,5
1002081.4161620468,0.10879824419180319,5,4
999332.8506260676,0.6478755576793253,6,7
1002742.4331157792,0.1978729229217282,5,5
955254.2988981847,5.626154780637155,7,11
1002422.0117432255,0.6167456782062897,9,7
1001520.4715482444,0.3521529787518065,6,6
1003442.647405447,0.19761622175011687,8,5
993965.7751888873,0.6473677497946048,5,7
949579.4590605665,17.431402144885908,4,13
1000954.3333375773,0.3752961760338549,4,6
1001410.316861742,0.3520427123328923,5,6
1002702.4344013308,0.1141768433362876,6,4
999675.6994587554,0.6260177384985081,7,7
991812.800591698,1.077130437261961,7,8
999699.8058309184,0.6182196348420694,6,7
994348.7495584356,3.240652101966507,6,10
998996.3223214959,1.0786667955696245,4,8
999864.4733007699,0.42752147335544805,6,6
996638.5454492178,0.7712497914743294,5,7
1003490.8225050112,0.11423757419486039,6,4
1000581.4283452708,0.6177095798287094,4,7
998384.1410734648,1.0783515527650778,6,8
1001645.8467664572,0.37129050000526936,9,6
999719.7798009723,1.0780661932393028,5,8
1002914.0533710371,0.19764081584122717,9,5
1001199.3930884254,0.6179750244056417,6,7
1000453.9037640245,1.0793857927208956,6,8
1002145.4187897947,0.19777883856495915,5,5
975846.7344557904,9.736916606131969,5,12
993989.6615460304,3.2494499391914946,6,10
1001220.7060386017,0.3509167039811426,8,6
1000313.7300015602,0.35785515976599874,3,6
999598.2044985981,0.363024470504119,4,6
1002095.799378885,0.3711839751312982,6,6
1001124.7677957785,0.6184381679140576,6,7
1001194.3228641129,0.11082588820643675,5,4
1000783.9278059984,0.35174583130415255,4,6
1002201.5129336056,0.19778172160389026,6,5
991223.7227968058,3.408828290960981,4,10
1003265.5957072501,0.1350304691564448,5,4
1001604.9914321816,0.3522350548550877,9,6
1002586.3195109696,0.1977484345572922,10,5
1002763.6697739349,0.11668652918711063,5,4
992030.4726483949,3.2537451713072367,7,10
1003966.4517523884,0.057081344779270404,8,3
1002747.2381350424,0.19757812359873622,8,5
1002611.3402136418,0.35174804103526514,8,6
1001728.655006747,0.3516107844708969,8,6
1001547.5590127776,0.21820274730487652,5,5
1003032.9502398518,0.10875309506064616,5,4
1003385.5900199453,0.1087555449032545,5,4
1001422.2796909013,0.3522611444660023,5,6
1000945.3709057432,0.4053406871892429,4,6
1004019.0974923358,0.1975664847493209,8,5
996261.7638145474,0.656222605381154,12,7
1003292.9473961995,0.10877944244949878,6,4
998432.456945405,1.0803209300769177,7,8
1002159.7367062937,0.1979311399713021,3,5
1001803.623101484,0.19778580647529675,4,5
1002175.24034873,0.35213279550923643,9,6
1000512.2957251166,0.6176849131871687,8,7
1002249.4436245684,0.35956489544534126,7,6
1000684.2946453218,0.3523249438455324,8,6
1002317.3680835706,0.35123498325023916,4,6
1002189.894474759,0.3718831855914788,4,6
1003218.9797016776,0.1975579760588082,6,5
1002364.6595162151,0.19776563969957878,6,5
1002776.259635255,0.10866543675120194,4,4
1001488.1710596438,0.42169294043654443,7,6
1000979.8963448685,0.35943231416610383,9,6
1002434.3768198756,0.10869315752794183,5,4
1003223.1123018807,0.19752554298879563,6,5
1000154.5362713947,0.6651599916473481,5,7
999778.0652378261,0.6186737142437292,4,7
996946.4344256591,0.7635185058452475,5,7
1002433.2563942773,0.19785790369666786,5,5
992008.6119660904,3.250161577861651,5,10
1003423.6515984877,0.05705327789735324,5,3
1000101.5487070322,0.6497205331576745,5,7
994704.748380599,3.2537451713072367,5,10
1002634.3768198756,0.10866133924429217,5,4
1004039.8801503032,0.10840963672646886,5,4
1000087.0996968244,1.0779709043596928,4,8
999924.758655728,1.0765656586980366,6,8
998125.4715927924,1.0848087138067104,5,8
995656.991331268,1.8762238639118727,5,9
1002736.5976411963,0.351104678320896,13,6
1001142.8518406998,0.20293535228785034,5,5
1000150.3726354538,0.6188498163487376,5,7
1002401.3098465286,0.22145159110042237,6,5
997933.0829363449,1.875211074944185,5,9
1004093.2836057295,0.10877138566999757,5,4
1002620.290321693,0.24168700044012123,8,5
1000580.7600892108,0.6181591900851829,7,7
1003481.5957511358,0.1086106165371439,5,4
1000631.7518750976,0.46559533625855865,5,6
1002501.8532723396,0.10879313836250733,5,4
998862.5152630188,1.0781169071484449,4,8
1000208.8556217115,1.0786298073527318,8,8
1002648.5676075716,0.1979272326347637,8,5
1003217.0997299505,0.2044315199169859,5,5
1003867.735930233,0.10876843311557999,6,4
1003129.4805443396,0.10879427136553588,6,4
996329.3855773951,1.0795660723264953,6,8
1001826.2851623015,0.35169838028478223,12,6
1002158.8800864664,0.11416888092280406,5,4
1000987.6040947585,0.6240944496934895,7,7
1000356.7933044027,0.6177846884806515,7,7
1001181.1635588666,0.2116942221567255,4,5
1002433.5926038073,0.19749259105341213,9,5
1000792.2066499777,0.37144652714544335,6,6
1002815.4988035746,0.10874424085665546,4,4
995737.4491369827,1.8806417080754756,6,9
1001963.4212999586,0.20805827289142745,5,5
1003947.2528583521,0.10859620383426055,8,4
1002160.9336010257,0.3514554536786415,4,6
998956.7627863007,1.0791960781289227,6,8
1004485.6159458458,0.05708570606115473,6,3
1001850.8961943218,0.222924923672963,6,5
998661.0321273011,1.0984223324668192,5,8
1002523.0751095603,0.35176530622745317,7,6
998107.4259907422,1.0790822332176095,6,8
995753.6458415776,1.2370158039452475,6,8
999410.6444009949,1.084889547190169,4,8
1002277.6061278007,0.19781499079496814,6,5
1003227.6835704774,0.20682606088943817,5,5
1002723.43730882,0.10872764344373766,5,4
999959.8443087904,0.6189211476797265,4,7
1003330.6880970066,0.05704512338582917,4,3
1003309.512157545,0.10866676832004844,10,4
989125.3497061826,1.1207540038538817,4,8
1000630.5665889006,0.6189662311108093,4,7
1003114.3742487724,0.1979858485881631,7,5
1001624.3668305652,0.6173880021917536,6,7
259201.70264980776,87.08876996280873,6,16
999165.9834406466,0.6479666482205267,4,7
1001993.8999461592,0.35194705787354263,5,6
1003897.7524154626,0.10847721724099013,7,4
1000609.7622333402,0.4051914995498018,5,6
1002928.3447869467,0.19786972086538532,5,5
1004514.6227227487,0.05712141214636989,9,3
1001771.8026028015,0.20722756559543318,5,5
1000608.4975164942,0.3518603660175779,4,6
1004172.158778378,0.06251605534227807,7,3
998097.3941057445,0.70835433644898,5,7
999134.6689906821,0.2609245157164702,4,5
1001786.9700357078,0.3516934758950731,7,6
1000250.0160832825,1.0940132892910226,9,8
1001826.5035811733,0.35198514088892846,4,6
1000964.6875904377,0.35225171101851876,7,6
956106.5009556755,16.84147044485411,6,13
998553.2470533539,0.6522488089047654,6,7
1001225.9642845662,0.3591230825679287,5,6
1002948.6646174409,0.35202072836460213,5,6
1002962.2131388066,0.19766756599783,5,5
1000292.8826810882,1.0781345165548455,6,8
1003447.33345669,0.3520247748397862,9,6
1003382.9105003553,0.19761386592513536,5,5
1003877.9723924352,0.10857324681980707,6,4
1002928.2423280831,0.10868957350374049,4,4
1000777.334105077,0.3927027691999645,8,6
1002147.7626107144,0.39031317326920734,6,6
1002790.8877715543,0.3521567107859009,7,6
1002924.634203552,0.35135796326536695,7,6
1001538.1378488783,0.3518508610718873,5,6
997750.6467781153,1.8761358318717047,6,9
1000931.0376574495,0.36304923773696746,4,6
999929.8809982113,1.0773482670505603,6,8
1002669.7629442029,0.3511025746971166,5,6
997407.398449332,0.9698726779218668,5,7
1002662.0912189444,0.1977233993659695,4,5
1002115.0247735106,0.35166413133578134,6,6
1002079.8951771796,0.6173821724271843,6,7
1001200.2640594142,0.35226374101712243,4,6
1002130.4549548251,0.19800914182859455,4,5
1000911.3774059622,0.19777612258058447,3,5
999779.6095108829,0.646453628656108,6,7
1000120.5291821967,0.625899739874263,3,7
1002129.8167538696,0.11400991858210442,8,4
1003400.3201042484,0.10863686459571115,9,4
1000792.0464039022,0.6176904188079987,5,7
1002689.2067577003,0.3513086574076789,6,6
1002616.8394786946,0.19803986308478627,10,5
999588.4276514692,0.6190113211103017,3,7
1003810.5983988347,0.19794278441650123,8,5
921351.0475770837,29.12883604721551,6,14
1000993.3754704872,0.19791656652793144,5,5
1003991.3841730037,0.19779935019525202,5,5
1001818.2512377833,0.35161999562819635,7,6
974505.3443727568,9.800725360537117,4,12
994204.28917147,3.291509333712973,7,10
1002487.2256469,0.20750044315787533,6,5
993133.4342797665,3.252536499299967,5,10
1001960.1907064819,0.19785790369666786,4,5
1000697.5733372334,0.3520943259256509,4,6
1000299.741634439,0.4151908032802579,5,6
1000764.132962036,0.3522802708879838,6,6
1002687.4593975665,0.10868166445414239,4,4
998416.2385549594,1.8752556235398918,5,9
996224.5597475932,1.8764312293982122,5,9
1000756.231649111,0.352026932409644,8,6
999956.4781422054,0.35231506018160935,8,6
1000073.1291586502,1.0787109609660215,4,8
984947.050925527,5.724200456736678,5,11
994342.5044132009,3.2522738225452064,5,10
994647.1380615022,2.0679171821368363,3,9
1001508.9315394135,0.35703361837937825,5,6
1002982.6502490994,0.1977057521059301,5,5
999208.1269132262,0.6944919605083744,7,7
990477.6660596988,3.4894865671726407,4,10
1000364.7140910272,0.38288834652157683,6,6
999890.7422546005,0.6232294244810132,10,7
1000689.5592796582,0.618115950693782,5,7
1000650.3201113386,0.6301665049895208,5,7
999308.2882728345,0.7246003999958376,6,7
1000711.5025538832,0.35234072537154426,7,6
1002797.8590035301,0.10864271911326154,4,4
1001879.9335371889,0.3515444680882094,6,6
1002043.0683425188,0.3516795569469002,6,6
1002555.1807694917,0.10870926342080349,4,4
995977.6051329637,1.8899478640950793,8,9
999274.5667093744,0.618826439419433,3,7
999137.909241845,0.7228433926746403,7,7
1003799.6630169831,0.10877944244949878,6,4
